activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1608927,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)CCCc1c[nH]c2ccc(C#N)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL180630,,CHEMBL180630,,0,http://qudt.org/vocab/unit#Percent,402671,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608930,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)CCCc1c[nH]c2ccc(F)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL361949,,CHEMBL361949,,0,http://qudt.org/vocab/unit#Percent,402672,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608933,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(C#N)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL196468,,CHEMBL196468,,0,http://qudt.org/vocab/unit#Percent,402673,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608936,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2c(C#N)cccc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL197354,,CHEMBL197354,,0,http://qudt.org/vocab/unit#Percent,402674,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608939,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2cc(C#N)ccc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL197966,,CHEMBL197966,,0,http://qudt.org/vocab/unit#Percent,402675,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608946,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL198019,,CHEMBL198019,,0,http://qudt.org/vocab/unit#Percent,402677,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608949,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2c(F)cccc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL364050,,CHEMBL364050,,0,http://qudt.org/vocab/unit#Percent,402678,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608952,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2cc(F)ccc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL194960,,CHEMBL194960,,0,http://qudt.org/vocab/unit#Percent,402679,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608960,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2cccc(F)c12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL194909,,CHEMBL194909,,0,http://qudt.org/vocab/unit#Percent,402681,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608963,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)CC1CC1c1c[nH]c2ccc(C#N)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL1162965,,CHEMBL1162965,,0,http://qudt.org/vocab/unit#Percent,402682,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608966,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL196513,,CHEMBL196513,,0,http://qudt.org/vocab/unit#Percent,402683,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608972,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@@H]1C[C@H]1c1c[nH]c2ccc(C#N)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL195774,,CHEMBL195774,,0,http://qudt.org/vocab/unit#Percent,402685,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608975,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL198019,,CHEMBL198019,,0,http://qudt.org/vocab/unit#Percent,402686,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608978,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@@H]1C[C@H]1c1c[nH]c2ccc(F)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL197315,,CHEMBL197315,,0,http://qudt.org/vocab/unit#Percent,402687,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608981,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@H]1C[C@H]1c1c[nH]c2ccc(C#N)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL373211,,CHEMBL373211,,0,http://qudt.org/vocab/unit#Percent,402688,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608984,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@@H]1C[C@@H]1c1c[nH]c2ccc(C#N)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL194910,,CHEMBL194910,,0,http://qudt.org/vocab/unit#Percent,402689,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608987,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL196513,,CHEMBL196513,,0,http://qudt.org/vocab/unit#Percent,402690,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1608998,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)C[C@H]1C[C@@H]1c1cn(C)c2ccc(C#N)cc12,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL199053,,CHEMBL199053,,0,http://qudt.org/vocab/unit#Percent,402693,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1609001,[],CHEMBL881878,Binding inhibition towards human dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCn1cc([C@H]2C[C@@H]2CN(C)C)c2cc(C#N)ccc21,,,CHEMBL1141089,J. Med. Chem.,2005,,CHEMBL199054,,CHEMBL199054,,0,http://qudt.org/vocab/unit#Percent,402694,<,1,1,<,,Inhibition,%,,50.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,50.0
,1611003,[],CHEMBL856819,Percent inhibition against Dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,,,CHEMBL1140374,J. Med. Chem.,2005,,CHEMBL197669,ST1535,CHEMBL197669,,0,http://qudt.org/vocab/unit#Percent,403302,<,1,1,<,,Inhibition,%,,10.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,10.0
,1611047,[],CHEMBL856819,Percent inhibition against Dopamine transporter at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCCCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,,,CHEMBL1140374,J. Med. Chem.,2005,,CHEMBL196258,,CHEMBL196258,,0,http://qudt.org/vocab/unit#Percent,403303,<,1,1,<,,Inhibition,%,,10.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,10.0
,1705902,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccccc1C[C@@](O)(c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL378377,,CHEMBL378377,,0,http://qudt.org/vocab/unit#Percent,450668,=,1,1,=,,Inhibition,%,,4.7,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,4.7
,1705925,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,O[C@](Cc1ccccc1-c1ccccc1)(c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL204574,,CHEMBL204574,,0,http://qudt.org/vocab/unit#Percent,450680,=,1,1,=,,Inhibition,%,,2.9,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,2.9
,1705926,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,O[C@](Cc1ccccc1SC(F)(F)F)(c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL206007,,CHEMBL206007,,0,http://qudt.org/vocab/unit#Percent,450679,=,1,1,=,,Inhibition,%,,6.2,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,6.2
,1705927,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)Oc1ccccc1C[C@@](O)(c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL382034,,CHEMBL382034,,0,http://qudt.org/vocab/unit#Percent,450678,=,1,1,=,,Inhibition,%,,5.1,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,5.1
,1705928,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,CCOc1ccccc1C[C@@](O)(c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL208993,,CHEMBL208993,,0,http://qudt.org/vocab/unit#Percent,450677,=,1,1,=,,Inhibition,%,,3.8,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,3.8
,1705929,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,O[C@](Cc1ccccc1Br)(c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL206521,,CHEMBL206521,,0,http://qudt.org/vocab/unit#Percent,450676,=,1,1,=,,Inhibition,%,,24.1,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,24.1
,1705930,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,O[C@](Cc1ccccc1Cl)(c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL207713,,CHEMBL207713,,0,http://qudt.org/vocab/unit#Percent,450675,=,1,1,=,,Inhibition,%,,20.8,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,20.8
,1705931,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,O[C@](Cc1ccccc1)(c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL207712,,CHEMBL207712,,0,http://qudt.org/vocab/unit#Percent,450674,=,1,1,=,,Inhibition,%,,5.5,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,5.5
,1705932,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccc(C[C@@](O)(c2ccccc2)[C@@H]2CNCCO2)cc1,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL205866,,CHEMBL205866,,0,http://qudt.org/vocab/unit#Percent,450673,=,1,1,=,,Inhibition,%,,6.2,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,6.2
,1705933,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,COc1cccc(C[C@@](O)(c2ccccc2)[C@@H]2CNCCO2)c1,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL383220,,CHEMBL383220,,0,http://qudt.org/vocab/unit#Percent,450672,=,1,1,=,,Inhibition,%,,4.3,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,4.3
,1705934,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccccc1C[C@@](O)(c1ccccc1)[C@@H]1CNCCO1.Cl.Cl.Cl,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL554800,,CHEMBL378377,,0,http://qudt.org/vocab/unit#Percent,450671,=,1,1,=,,Inhibition,%,,3.8,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,3.8
,1705935,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccccc1C[C@@](O)(c1ccccc1)[C@@H]1CNCCO1.Cl.Cl,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL537196,,CHEMBL378377,,0,http://qudt.org/vocab/unit#Percent,450670,=,1,1,=,,Inhibition,%,,3.7,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,3.7
,1705936,[],CHEMBL868872,Displacement of [3H]5-HT from DAT at 1000 nM,B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccccc1C[C@@](O)(c1ccccc1)[C@@H]1CNCCO1.Cl,,,CHEMBL1146108,Bioorg. Med. Chem. Lett.,2006,,CHEMBL556167,,CHEMBL378377,,0,http://qudt.org/vocab/unit#Percent,450669,=,1,1,=,,Inhibition,%,,4.6,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,4.6
,1716792,[],CHEMBL853192,Displacement of [3H]WIN-35 from DAT at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,COCCCN(Cc1ccccc1C(F)(F)F)C1CCNCC1.O=C(O)C(O)C(O)C(=O)O,,,CHEMBL1147706,Bioorg. Med. Chem. Lett.,2006,,CHEMBL208178,,CHEMBL1182049,,0,http://qudt.org/vocab/unit#Percent,475233,=,1,1,=,,Inhibition,%,,-8.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,-8.0
,1716793,[],CHEMBL853192,Displacement of [3H]WIN-35 from DAT at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,N#CCCCN(Cc1ccccc1C(F)(F)F)C1CCNCC1.O=C(O)C(O)C(O)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1147706,Bioorg. Med. Chem. Lett.,2006,,CHEMBL383611,,CHEMBL1185007,,0,http://qudt.org/vocab/unit#Percent,475234,=,1,1,=,,Inhibition,%,,-15.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,-15.0
,1716794,[],CHEMBL853192,Displacement of [3H]WIN-35 from DAT at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,FC(F)(F)OCCN(Cc1ccccc1C(F)(F)F)C1CCNCC1.O=C(O)C(O)C(O)C(=O)O,,,CHEMBL1147706,Bioorg. Med. Chem. Lett.,2006,,CHEMBL207894,,CHEMBL1182041,,0,http://qudt.org/vocab/unit#Percent,475235,=,1,1,=,,Inhibition,%,,-8.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Inhibition,%,UO_0000187,,-8.0
